Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KL-KL0-875,Natural Resources & Env Sci,9760,Bottom 10% TA,,31,12,9,0,0,5,0,0,0,,
FY2024,1B1-KL-KL0-875,Natural Resources & Env Sci,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9520,% Sections using ICES,,127.3,130,127.3,40,53.8,21.4,21.4,40,23.1,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9560,Top 10% Faculty,,14,8,7,0,43,33,33,33,33,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9580,Next 20% Faculty,,14,38,7,0,29,33,33,33,67,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9600,Middle 40% Faculty,,50,38,29,100,14,33,33,33,0,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9620,Next 20% Faculty,,0,15,57,0,14,0,0,0,0,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9640,Bottom 10% Faculty,,21,0,0,0,0,0,0,0,0,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KL-KL0-971,"Nutritional Sciences, Div of",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9520,% Sections using ICES,,69,66.5,72.2,33.6,70.2,69.4,70.6,72.9,74.2,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9560,Top 10% Faculty,,7,7,6,21,23,19,22,16,16,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9580,Next 20% Faculty,,18,21,20,26,29,31,26,31,28,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9600,Middle 40% Faculty,,46,46,42,40,35,38,38,38,39,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9620,Next 20% Faculty,,21,18,23,11,10,10,11,10,13,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9640,Bottom 10% Faculty,,8,7,8,2,4,2,3,5,4,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9680,Top 10% TA,,3,9,4,17,23,20,22,18,24,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9700,Next 20% TA,,16,19,22,32,32,33,31,34,31,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9720,Middle 40% TA,,38,44,45,36,33,38,34,31,34,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9740,Next 20% TA,,32,21,20,10,11,5,11,13,7,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9760,Bottom 10% TA,,11,8,9,5,1,3,3,4,4,,
FY2024,1B1-KL-XXX-XXX,"Agricultural, Cons, & Env Sci",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9520,% Sections using ICES,,123.3,145.5,129,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9560,Top 10% Faculty,,2,0,10,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9580,Next 20% Faculty,,0,9,15,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9600,Middle 40% Faculty,,72,72,55,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9620,Next 20% Faculty,,23,19,20,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9640,Bottom 10% Faculty,,4,0,0,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9680,Top 10% TA,,,0,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9700,Next 20% TA,,,0,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9720,Middle 40% TA,,,0,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9740,Next 20% TA,,,100,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9760,Bottom 10% TA,,,0,,,,,,,,,
FY2024,1B1-KM-KM0-230,Regular MBA Program Admin,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-260,Finance,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-260,Finance,9520,% Sections using ICES,,82.1,69.1,65.7,44.7,84.3,83.8,89.2,97.3,100,,
FY2024,1B1-KM-KM0-260,Finance,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-260,Finance,9560,Top 10% Faculty,,8,10,7,15,15,22,16,10,11,,
FY2024,1B1-KM-KM0-260,Finance,9580,Next 20% Faculty,,20,18,17,34,30,22,19,20,20,,
FY2024,1B1-KM-KM0-260,Finance,9600,Middle 40% Faculty,,47,51,44,34,39,40,48,45,43,,
FY2024,1B1-KM-KM0-260,Finance,9620,Next 20% Faculty,,18,14,24,8,9,14,10,22,18,,
FY2024,1B1-KM-KM0-260,Finance,9640,Bottom 10% Faculty,,8,8,8,9,7,1,6,3,8,,
FY2024,1B1-KM-KM0-260,Finance,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-260,Finance,9680,Top 10% TA,,8,37,39,0,12,3,0,0,3,,
FY2024,1B1-KM-KM0-260,Finance,9700,Next 20% TA,,25,26,30,0,15,25,16,14,3,,
FY2024,1B1-KM-KM0-260,Finance,9720,Middle 40% TA,,42,26,30,38,33,53,44,66,47,,
FY2024,1B1-KM-KM0-260,Finance,9740,Next 20% TA,,25,11,0,50,24,13,34,14,27,,
FY2024,1B1-KM-KM0-260,Finance,9760,Bottom 10% TA,,0,0,0,13,15,6,6,7,20,,
FY2024,1B1-KM-KM0-260,Finance,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-281,Gies Academic Programs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-325,Action Learning,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-330,Gies Advancement,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-346,Accountancy,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-346,Accountancy,9520,% Sections using ICES,,88,79.4,78.1,39.4,79.3,78.8,91.7,91,93.1,,
FY2024,1B1-KM-KM0-346,Accountancy,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-346,Accountancy,9560,Top 10% Faculty,,3,8,7,18,14,16,13,14,12,,
FY2024,1B1-KM-KM0-346,Accountancy,9580,Next 20% Faculty,,15,14,20,24,30,25,24,24,21,,
FY2024,1B1-KM-KM0-346,Accountancy,9600,Middle 40% Faculty,,46,42,47,42,45,42,42,32,43,,
FY2024,1B1-KM-KM0-346,Accountancy,9620,Next 20% Faculty,,25,24,19,14,9,14,14,19,19,,
FY2024,1B1-KM-KM0-346,Accountancy,9640,Bottom 10% Faculty,,11,11,7,2,3,4,8,11,5,,
FY2024,1B1-KM-KM0-346,Accountancy,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-346,Accountancy,9680,Top 10% TA,,5,6,2,16,31,33,22,24,15,,
FY2024,1B1-KM-KM0-346,Accountancy,9700,Next 20% TA,,10,24,14,16,37,43,47,40,30,,
FY2024,1B1-KM-KM0-346,Accountancy,9720,Middle 40% TA,,49,32,61,63,31,24,29,31,34,,
FY2024,1B1-KM-KM0-346,Accountancy,9740,Next 20% TA,,23,21,20,6,2,0,2,4,17,,
FY2024,1B1-KM-KM0-346,Accountancy,9760,Bottom 10% TA,,13,18,4,0,0,0,0,0,4,,
FY2024,1B1-KM-KM0-346,Accountancy,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-400,Disruption and Innovation,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-432,Gies Business General,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-446,Bureau of Economic & Bus Res,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-469,Executive Develpmt Ctr (old),9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-478,Gies Business Grad Programs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-524,Business,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-524,Business,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-524,Business,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-524,Business,9560,Top 10% Faculty,,,,,60,25,43,50,25,20,,
FY2024,1B1-KM-KM0-524,Business,9580,Next 20% Faculty,,,,,10,50,14,17,0,0,,
FY2024,1B1-KM-KM0-524,Business,9600,Middle 40% Faculty,,,,,10,25,29,17,75,20,,
FY2024,1B1-KM-KM0-524,Business,9620,Next 20% Faculty,,,,,20,0,14,17,0,20,,
FY2024,1B1-KM-KM0-524,Business,9640,Bottom 10% Faculty,,,,,0,0,0,0,0,40,,
FY2024,1B1-KM-KM0-524,Business,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-524,Business,9680,Top 10% TA,,,,,54,50,50,59,39,25,,
FY2024,1B1-KM-KM0-524,Business,9700,Next 20% TA,,,,,37,30,28,22,45,49,,
FY2024,1B1-KM-KM0-524,Business,9720,Middle 40% TA,,,,,10,17,19,13,16,26,,
FY2024,1B1-KM-KM0-524,Business,9740,Next 20% TA,,,,,0,3,3,6,0,0,,
FY2024,1B1-KM-KM0-524,Business,9760,Bottom 10% TA,,,,,0,0,0,0,0,0,,
FY2024,1B1-KM-KM0-524,Business,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-559,Business Online Programs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KM-KM0-720,Illinois Business Consulting,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KM-KM0-747,Gies Mktg & Communications,9640,Bottom 10% Faculty,,,,,,,,,,,,
